u,theta_d,rho,vel
12.70061701,-0.000934898,-0.000184352,16.66666667
12.80061706,-0.000971768,-0.000179399,16.66666667
12.9006171,-0.001007648,-0.000174071,16.66666667
13.00061715,-0.001042462,-0.000168391,16.66666667
13.10061721,-0.00107614,-0.00016237,16.66666667
13.20061727,-0.001108614,-0.000156022,16.66666667
13.30061733,-0.001139818,-0.000149439,16.66666667
13.40061739,-0.001169706,-0.000142696,16.66666667
13.50061746,-0.001198245,-0.000135981,16.66666667
13.60061753,-0.001225442,-0.000129353,16.66666667
13.70061761,-0.001251312,-0.00012272,16.66666667
13.80061769,-0.001275856,-0.000116077,16.66666667
13.90061777,-0.001299072,-0.000109415,16.66666667
14.00061785,-0.001320955,-0.00010268,16.66666667
14.10061794,-0.001341491,-9.59E-05,16.66666667
14.20061803,-0.001360661,-8.89E-05,16.66666667
14.30061812,-0.001378448,-8.20E-05,16.66666667
14.40061822,-0.001394841,-7.49E-05,16.66666667
14.50061831,-0.001409828,-6.79E-05,16.66666667
14.60061841,-0.001423399,-6.08E-05,16.66666667
14.70061851,-0.001435565,-5.39E-05,16.66666667
14.80061862,-0.001446349,-4.72E-05,16.66666667
14.90061872,-0.001455798,-4.09E-05,16.66666667
15.00061883,-0.001463982,-3.50E-05,16.66666667
15.10061894,-0.001470977,-2.94E-05,16.66666667
15.20061904,-0.001476848,-2.41E-05,16.66666667
15.30061915,-0.001481659,4.32E-04,16.66666667
15.40061926,-0.001395212,-1.68E-05,16.66666667
15.50061936,-0.001398576,-1.23E-05,16.66666667
15.60061946,-0.001401042,-7.87E-06,16.66666667
15.70061956,-0.001402616,-3.64E-06,16.66666667
15.80061965,-0.001403344,2.96E-07,16.66666667
15.90061975,-0.001403284,4.20E-06,16.66666667
16.00061985,-0.001402444,7.38E-06,16.66666667
16.10061995,-0.001400968,1.06E-05,16.66666667
16.20062005,-0.001398854,1.33E-05,16.66666667
16.30062014,-0.001396199,1.57E-05,16.66666667
16.40062024,-0.001393057,1.81E-05,16.66666667
16.50062034,-0.001389444,1.99E-05,16.66666667
16.60062044,-0.001385457,2.17E-05,16.66666667
16.70062053,-0.001381116,2.30E-05,16.66666667
16.80062063,-0.00137651,2.43E-05,16.66666667
16.90062072,-0.001371656,2.57E-05,16.66666667
17.00062082,-0.001366525,2.63E-05,16.66666667
17.10062091,-0.001361273,2.69E-05,16.66666667
17.200621,-0.001355892,2.74E-05,16.66666667
17.30062109,-0.001350416,2.80E-05,16.66666667
17.40062119,-0.001344814,2.90E-05,16.66666667
17.50062128,-0.001339014,2.97E-05,16.66666667
17.60062137,-0.001333073,3.08E-05,16.66666667
17.70062145,-0.001326923,3.17E-05,16.66666667
17.80062154,-0.001320585,3.25E-05,16.66666667
17.90062163,-0.001314094,3.33E-05,16.66666667
18.00062172,-0.00130743,3.40E-05,16.66666667
18.1006218,-0.001300627,3.49E-05,16.66666667
18.20062189,-0.001293655,3.53E-05,16.66666667
18.30062197,-0.001286596,3.56E-05,16.66666667
18.40062205,-0.00127947,3.64E-05,16.66666667
18.50062213,-0.001272192,3.67E-05,16.66666667
18.60062221,-0.001264845,3.73E-05,16.66666667
18.70062229,-0.001257383,3.77E-05,16.66666667
18.80062237,-0.001249848,3.80E-05,16.66666667
18.90062245,-0.001242247,3.85E-05,16.66666667
19.00062253,-0.00123455,3.90E-05,16.66666667
19.10062261,-0.00122676,-4.12E-04,16.66666667
19.20062268,-0.00130912,4.22E-05,16.66666667
19.30062277,-0.001300684,4.25E-05,16.66666667
19.40062285,-0.001292185,4.30E-05,16.66666667
19.50062293,-0.001283593,4.30E-05,16.66666667
19.60062302,-0.001275002,4.36E-05,16.66666667
19.7006231,-0.001266286,4.36E-05,16.66666667
19.80062318,-0.001257564,4.41E-05,16.66666667
19.90062326,-0.00124875,4.45E-05,16.66666667
20.00062334,-0.001239855,4.48E-05,16.66666667
20.10062341,-0.001230893,4.55E-05,16.66666667
20.20062349,-0.001221793,4.60E-05,16.66666667
20.30062356,-0.001212597,4.64E-05,16.66666667
20.40062364,-0.00120331,4.70E-05,16.66666667
20.50062371,-0.001193904,4.75E-05,16.66666667
20.60062378,-0.001184399,4.80E-05,16.66666667
20.70062385,-0.001174797,4.84E-05,16.66666667
20.80062392,-0.001165109,4.90E-05,16.66666667
20.90062399,-0.001155301,4.94E-05,16.66666667
21.00062405,-0.001145416,4.99E-05,16.66666667
21.10062412,-0.001135435,5.05E-05,16.66666667
21.20062418,-0.001125341,5.10E-05,16.66666667
21.30062425,-0.001115142,5.15E-05,16.66666667
21.40062431,-0.001104848,5.18E-05,16.66666667
21.50062437,-0.001094492,5.19E-05,16.66666667
21.60062443,-0.001084117,5.23E-05,16.66666667
21.70062449,-0.001073657,5.28E-05,16.66666667
21.80062455,-0.001063088,5.30E-05,16.66666667
21.9006246,-0.00105249,5.32E-05,16.66666667
22.00062466,-0.001041844,5.34E-05,16.66666667
22.10062471,-0.001031164,5.39E-05,16.66666667
22.20062477,-0.001020385,5.40E-05,16.66666667
22.30062482,-0.001009583,5.42E-05,16.66666667
22.40062487,-0.000998747,5.45E-05,16.66666667
22.50062492,-0.000987838,5.45E-05,16.66666667
22.60062497,-0.000976938,5.50E-05,16.66666667
22.70062502,-0.000965936,5.50E-05,16.66666667
22.80062506,-0.00095494,5.49E-05,16.66666667
22.90062511,-0.000943952,5.49E-05,16.66666667
23.00062515,-0.000932979,5.51E-05,16.66666667
23.1006252,-0.00092195,5.55E-05,16.66666667
23.20062524,-0.000910844,5.53E-05,16.66666667
23.30062528,-0.00089978,5.54E-05,16.66666667
23.40062532,-0.000888694,5.54E-05,16.66666667
23.50062536,-0.000877621,5.55E-05,16.66666667
23.6006254,-0.000866521,5.56E-05,16.66666667
23.70062544,-0.000855392,5.55E-05,16.66666667
23.80062547,-0.00084429,5.55E-05,16.66666667
23.90062551,-0.000833195,5.58E-05,16.66666667
24.00062554,-0.000822028,5.55E-05,16.66666667
24.10062558,-0.000810932,5.56E-05,16.66666667
24.20062561,-0.000799815,5.54E-05,16.66666667
24.30062564,-0.000788727,5.58E-05,16.66666667
24.40062567,-0.000777575,5.58E-05,16.66666667
24.5006257,-0.00076641,5.54E-05,16.66666667
24.60062573,-0.000755336,5.54E-05,16.66666667
24.70062576,-0.000744256,5.58E-05,16.66666667
24.80062579,-0.000733098,5.57E-05,16.66666667
24.90062581,-0.000721959,5.57E-05,16.66666667
25.00062584,-0.000710826,5.51E-05,16.66666667
25.10062587,-0.000699798,5.56E-05,16.66666667
25.20062589,-0.000688685,5.56E-05,16.66666667
25.30062591,-0.000677568,5.55E-05,16.66666667
25.40062594,-0.000666469,5.57E-05,16.66666667
25.50062596,-0.000655338,5.53E-05,16.66666667
25.60062598,-0.000644282,5.54E-05,16.66666667
25.700626,-0.000633195,5.51E-05,16.66666667
25.80062602,-0.00062217,5.54E-05,16.66666667
25.90062604,-0.000611083,5.55E-05,16.66666667
26.00062606,-0.000599993,5.50E-05,16.66666667
26.10062608,-0.000589,5.49E-05,16.66666667
26.2006261,-0.000578014,5.49E-05,16.66666667
26.30062611,-0.000567025,5.50E-05,16.66666667
26.40062613,-0.000556029,5.44E-05,16.66666667
26.50062614,-0.000545143,5.43E-05,16.66666667
26.60062616,-0.000534275,5.46E-05,16.66666667
26.70062617,-0.000523362,5.45E-05,16.66666667
26.80062619,-0.000512465,5.41E-05,16.66666667
26.9006262,-0.000501654,5.42E-05,16.66666667
27.00062621,-0.000490821,5.40E-05,16.66666667
27.10062622,-0.000480029,5.39E-05,16.66666667
27.20062624,-0.000469258,5.37E-05,16.66666667
27.30062625,-0.000458517,5.37E-05,16.66666667
27.40062626,-0.00044778,5.35E-05,16.66666667
27.50062627,-0.00043709,5.32E-05,16.66666667
27.60062628,-0.000426445,5.37E-05,16.66666667
27.70062629,-0.00041571,5.30E-05,16.66666667
27.80062629,-0.000405109,5.29E-05,16.66666667
27.9006263,-0.000394529,5.32E-05,16.66666667
28.00062631,-0.00038388,5.31E-05,16.66666667
28.10062632,-0.000373259,5.26E-05,16.66666667
28.20062632,-0.000362743,5.27E-05,16.66666667
28.30062633,-0.000352203,5.30E-05,16.66666667
28.40062634,-0.000341611,5.26E-05,16.66666667
28.50062634,-0.00033109,5.21E-05,16.66666667
28.60062635,-0.000320668,5.27E-05,16.66666667
28.70062635,-0.000310132,5.24E-05,16.66666667
28.80062636,-0.000299661,5.24E-05,16.66666667
28.90062636,-0.000289183,5.24E-05,16.66666667
29.00062637,-0.000278711,5.19E-05,16.66666667
29.10062637,-0.000268332,5.22E-05,16.66666667
29.20062637,-0.000257896,5.24E-05,16.66666667
29.30062638,-0.000247421,5.21E-05,16.66666667
29.40062638,-0.000237002,5.20E-05,16.66666667
29.50062638,-0.000226601,5.25E-05,16.66666667
29.60062639,-0.000216102,5.23E-05,16.66666667
29.70062639,-0.000205632,5.19E-05,16.66666667
29.80062639,-0.000195249,5.26E-05,16.66666667
29.90062639,-0.000184733,5.27E-05,16.66666667
30.00062639,-0.000174188,5.22E-05,16.66666667
30.1006264,-0.000163758,5.29E-05,16.66666667
30.2006264,-0.000153188,5.29E-05,16.66666667
30.3006264,-0.000142617,5.29E-05,16.66666667
30.4006264,-0.000132036,5.33E-05,16.66666667
30.5006264,-0.000121376,5.30E-05,16.66666667
30.6006264,-0.000110777,5.35E-05,16.66666667
30.7006264,-0.000100076,5.35E-05,16.66666667
30.8006264,-8.94E-05,5.35E-05,16.66666667
30.9006264,-7.87E-05,5.40E-05,16.66666667
31.0006264,-6.79E-05,5.42E-05,16.66666667
31.1006264,-5.70E-05,5.40E-05,16.66666667
31.2006264,-4.62E-05,5.44E-05,16.66666667
31.3006264,-3.54E-05,5.48E-05,16.66666667
31.4006264,-2.44E-05,5.46E-05,16.66666667
31.5006264,-1.35E-05,5.49E-05,16.66666667
31.6006264,-2.50E-06,5.54E-05,16.66666667
31.7006264,8.58E-06,5.50E-05,16.66666667
31.8006264,1.96E-05,5.56E-05,16.66666667
31.9006264,3.07E-05,5.60E-05,16.66666667
32.0006264,4.19E-05,5.57E-05,16.66666667
32.1006264,5.31E-05,5.63E-05,16.66666667
32.2006264,6.43E-05,5.65E-05,16.66666667
32.3006264,7.56E-05,5.68E-05,16.66666667
32.4006264,8.70E-05,5.70E-05,16.66666667
32.50062641,9.84E-05,5.69E-05,16.66666667
32.60062641,0.00010973,5.77E-05,16.66666667
32.70062641,0.000121261,5.76E-05,16.66666667
32.80062641,0.000132771,5.77E-05,16.66666667
32.90062641,0.000144321,5.86E-05,16.66666667
33.00062641,0.000156042,5.80E-05,16.66666667
33.10062641,0.000167633,5.85E-05,16.66666667
33.20062641,0.000179339,5.93E-05,16.66666667
33.30062641,0.000191192,5.87E-05,16.66666667
33.40062641,0.000202929,5.93E-05,16.66666667
33.50062642,0.000214797,5.99E-05,16.66666667
33.60062642,0.000226781,5.96E-05,16.66666667
33.70062642,0.000238693,6.03E-05,16.66666667
33.80062642,0.000250762,6.06E-05,16.66666667
33.90062643,0.000262879,6.06E-05,16.66666667
34.00062643,0.000275,6.12E-05,16.66666667
34.10062644,0.000287238,6.13E-05,16.66666667
34.20062644,0.000299492,6.15E-05,16.66666667
34.30062644,0.00031179,6.21E-05,16.66666667
34.40062645,0.000324204,6.22E-05,16.66666667
34.50062645,0.000336651,6.25E-05,16.66666667
34.60062646,0.000349154,6.29E-05,16.66666667
34.70062647,0.00036173,6.33E-05,16.66666667
34.80062647,0.000374391,6.34E-05,16.66666667
34.90062648,0.000387068,6.37E-05,16.66666667
35.00062649,0.000399809,6.44E-05,16.66666667
35.10062649,0.000412694,6.44E-05,16.66666667
35.2006265,0.000425566,6.48E-05,16.66666667
35.30062651,0.000438527,6.51E-05,16.66666667
35.40062652,0.000451553,6.52E-05,16.66666667
35.50062653,0.000464586,6.61E-05,16.66666667
35.60062654,0.000477801,6.58E-05,16.66666667
35.70062655,0.000490952,6.61E-05,16.66666667
35.80062657,0.000504172,6.68E-05,16.66666667
35.90062658,0.000517525,6.63E-05,16.66666667
36.00062659,0.000530787,6.71E-05,16.66666667
36.10062661,0.000544215,6.72E-05,16.66666667
36.20062662,0.000557659,6.73E-05,16.66666667
36.30062664,0.000571113,6.81E-05,16.66666667
36.40062665,0.000584737,6.78E-05,16.66666667
36.50062667,0.000598294,6.84E-05,16.66666667
36.60062669,0.000611972,6.88E-05,16.66666667
36.70062671,0.000625736,6.86E-05,16.66666667
36.80062673,0.000639465,6.93E-05,16.66666667
36.90062675,0.000653332,6.93E-05,16.66666667
37.00062677,0.000667197,6.98E-05,16.66666667
37.10062679,0.000681163,7.04E-05,16.66666667
37.20062681,0.000695234,7.05E-05,16.66666667
37.30062684,0.000709326,7.07E-05,16.66666667
37.40062686,0.000723464,7.11E-05,16.66666667
37.50062689,0.000737683,7.14E-05,16.66666667
37.60062692,0.000751962,7.18E-05,16.66666667
37.70062694,0.000766326,7.25E-05,16.66666667
37.80062697,0.000780816,7.25E-05,16.66666667
37.900627,0.000795314,7.32E-05,16.66666667
38.00062704,0.000809946,7.34E-05,16.66666667
38.10062707,0.000824623,7.36E-05,16.66666667
38.2006271,0.000839338,7.46E-05,16.66666667
38.30062714,0.000854267,7.45E-05,16.66666667
38.40062717,0.000869165,7.56E-05,16.66666667
38.50062721,0.000884294,7.58E-05,16.66666667
38.60062725,0.00089946,7.61E-05,16.66666667
38.70062729,0.000914671,7.77E-05,16.66666667
38.80062733,0.000930209,7.72E-05,16.66666667
38.90062738,0.000945643,7.87E-05,16.66666667
39.00062742,0.000961375,7.89E-05,16.66666667
39.10062747,0.000977151,7.93E-05,16.66666667
39.20062752,0.000993002,8.07E-05,16.66666667
39.30062756,0.001009148,8.03E-05,16.66666667
39.40062762,0.001025214,8.21E-05,16.66666667
39.50062767,0.001041625,8.22E-05,16.66666667
39.60062772,0.001058057,8.28E-05,16.66666667
39.70062778,0.001074607,8.39E-05,16.66666667
39.80062784,0.001091383,8.39E-05,16.66666667
39.9006279,0.001108166,8.56E-05,16.66666667
40.00062796,0.001125282,8.54E-05,16.66666667
40.10062802,0.001142363,8.65E-05,16.66666667
40.20062809,0.001159672,8.73E-05,16.66666667
40.30062815,0.001177137,8.75E-05,16.66666667
40.40062822,0.001194633,8.90E-05,16.66666667
40.50062829,0.001212438,8.88E-05,16.66666667
40.60062837,0.0012302,9.03E-05,16.66666667
40.70062844,0.00124826,9.10E-05,16.66666667
40.80062852,0.001266469,9.12E-05,16.66666667
40.9006286,0.001284715,9.24E-05,16.66666667
41.00062868,0.001303203,9.24E-05,16.66666667
41.10062877,0.001321685,9.38E-05,16.66666667
41.20062886,0.001340437,9.42E-05,16.66666667
41.30062895,0.001359277,9.49E-05,16.66666667
41.40062904,0.00137825,9.57E-05,16.66666667
41.50062913,0.001397394,9.56E-05,16.66666667
41.60062923,0.001416511,9.70E-05,16.66666667
41.70062933,0.001435913,9.72E-05,16.66666667
41.80062943,0.001455354,9.80E-05,16.66666667
41.90062954,0.001474964,9.89E-05,16.66666667
42.00062965,0.001494736,9.89E-05,16.66666667
42.10062976,0.001514522,1.00E-04,16.66666667
42.20062988,0.001534522,9.98E-05,16.66666667
42.30062999,0.001554481,0.00010085,16.66666667
42.40063011,0.001574651,1.01E-04,16.66666667
42.50063024,0.00159493,0.000101338,16.66666667
42.60063036,0.001615198,1.02E-04,16.66666667
42.7006305,0.001635692,0.000102235,16.66666667
42.80063063,0.001656139,0.000103275,16.66666667
42.90063077,0.001676794,1.03E-04,16.66666667
43.00063091,0.001697489,0.000103781,16.66666667
43.10063105,0.001718245,1.05E-04,16.66666667
43.2006312,0.001739162,0.000104392,16.66666667
43.30063135,0.001760041,-0.004690361,16.66666667
43.4006315,0.000821968,3.39E-05,16.66666667
43.50063154,0.000828745,3.38E-05,16.66666667
43.60063157,0.0008355,3.44E-05,16.66666667
43.70063161,0.000842377,3.37E-05,16.66666667
43.80063164,0.000849118,3.46E-05,16.66666667
43.90063168,0.000856039,0.023834296,16.66666667
44.00063172,0.005622937,-0.018536783,16.66666667
44.1006333,0.001915548,9.45E-05,16.66666667
44.20063348,0.001934458,0.000126749,16.66666667
44.30063367,0.001959807,9.54E-05,16.66666667
44.40063386,0.001978887,0.000119949,16.66666667
44.50063406,0.002002877,0.000110149,16.66666667
44.60063426,0.002024907,0.000104999,16.66666667
44.70063446,0.002045907,0.000121449,16.66666667
44.80063467,0.002070197,9.64E-05,16.66666667
44.90063488,0.002089487,0.000127599,16.66666667
45.0006351,0.002115007,0.000101899,16.66666667
45.10063533,0.002135387,0.000118799,16.66666667
45.20063555,0.002159147,0.000116799,16.66666667
45.30063579,0.002182507,9.37E-05,16.66666667
45.40063603,0.002201256,0.000141499,16.66666667
45.50063627,0.002229556,9.89E-05,16.66666667
45.60063652,0.002249336,0.000123549,16.66666667
45.70063677,0.002274046,0.000109149,16.66666667
45.80063703,0.002295876,0.000105799,16.66666667
45.90063729,0.002317036,0.000137349,16.66666667
46.00063756,0.002344506,9.16E-05,16.66666667
46.10063783,0.002362836,0.000133749,16.66666667
46.20063811,0.002389585,0.000103299,16.66666667
46.3006384,0.002410245,0.000116499,16.66666667
46.40063869,0.002433545,0.000129849,16.66666667
46.50063899,0.002459515,9.35E-05,16.66666667
46.60063929,0.002478225,0.000145699,16.66666667
46.7006396,0.002507365,9.71E-05,16.66666667
46.80063991,0.002526795,0.000121149,16.66666667
46.90064023,0.002551024,0.000127199,16.66666667
47.00064055,0.002576464,8.95E-05,16.66666667
47.10064089,0.002594364,0.000151498,16.66666667
47.20064122,0.002624664,9.54E-05,16.66666667
47.30064157,0.002643754,0.000126099,16.66666667
47.40064192,0.002668974,0.000128349,16.66666667
47.50064227,0.002694643,9.37E-05,16.66666667
47.60064264,0.002713383,0.000151248,16.66666667
47.700643,0.002743633,8.60E-05,16.66666667
47.80064338,0.002760843,0.000132248,16.66666667
47.90064376,0.002787293,0.000121149,16.66666667
48.00064415,0.002811523,9.73E-05,16.66666667
48.10064455,0.002830982,0.000154248,16.66666667
48.20064495,0.002861832,8.71E-05,16.66666667
48.30064536,0.002879262,0.000137948,16.66666667
48.40064577,0.002906852,0.000115949,16.66666667
48.50064619,0.002930042,9.76E-05,16.66666667
48.60064662,0.002949571,0.000158148,16.66666667
48.70064706,0.002981201,8.62E-05,16.66666667
48.8006475,0.002998451,0.000139548,16.66666667
48.90064795,0.003026361,0.000114598,16.66666667
49.00064841,0.003049281,0.000103499,16.66666667
49.10064887,0.00306998,0.000154048,16.66666667
49.20064934,0.00310079,8.53E-05,16.66666667
49.30064983,0.00311786,0.000148348,16.66666667
49.40065031,0.00314753,0.000110798,16.66666667
49.50065081,0.003169689,0.000105848,16.66666667
49.60065131,0.003190859,0.000149998,16.66666667
49.70065182,0.003220859,8.53E-05,16.66666667
49.80065234,0.003237929,0.000154898,16.66666667
49.90065286,0.003268908,0.000107148,16.66666667
50.0006534,0.003290338,0.000110098,16.66666667
50.10065394,0.003312358,0.000146998,16.66666667
50.20065449,0.003341758,8.36E-05,16.66666667
50.30065504,0.003358487,0.000153447,16.66666667
50.40065561,0.003389177,0.000108448,16.66666667
50.50065618,0.003410867,0.000112498,16.66666667
50.60065676,0.003433367,0.000152497,16.66666667
50.70065735,0.003463866,8.23E-05,16.66666667
50.80065795,0.003480336,0.000154597,16.66666667
50.90065856,0.003511256,0.000102298,16.66666667
51.00065918,0.003531715,0.000110898,16.66666667
51.1006598,0.003553895,0.000151697,16.66666667
51.20066043,0.003584235,8.40E-05,16.66666667
51.30066107,0.003601034,0.000157297,16.66666667
51.40066172,0.003632494,0.000100698,16.66666667
51.50066238,0.003652634,0.000117498,16.66666667
51.60066305,0.003676133,0.000151097,16.66666667
51.70066372,0.003706353,8.08E-05,16.66666667
51.80066441,0.003722523,0.000159997,16.66666667
51.9006651,0.003754522,0.000100648,16.66666667
52.00066581,0.003774652,0.000115998,16.66666667
52.10066652,0.003797852,0.000147697,16.66666667
52.20066724,0.003827391,8.54E-05,16.66666667
52.30066797,0.003844471,0.000159696,16.66666667
52.40066871,0.003876411,9.92E-05,16.66666667
52.50066946,0.00389626,0.000119147,16.66666667
52.60067022,0.00392009,0.000144797,16.66666667
52.70067099,0.003949049,8.13E-05,16.66666667
52.80067177,0.003965319,0.000166496,16.66666667
52.90067256,0.003998619,0.000101398,16.66666667
53.00067336,0.004018898,0.000115147,16.66666667
53.10067417,0.004041928,0.000146646,16.66666667
53.20067498,0.004071258,8.18E-05,16.66666667
53.30067581,0.004087617,0.000164696,16.66666667
53.40067665,0.004120557,9.82E-05,16.66666667
53.5006775,0.004140206,0.000112197,16.66666667
53.60067835,0.004162646,0.000147296,16.66666667
53.70067922,0.004192105,8.51E-05,16.66666667
53.8006801,0.004209135,0.000164896,16.66666667
53.90068098,0.004242115,9.53E-05,16.66666667
54.00068188,0.004261184,0.000108497,16.66666667
54.10068279,0.004282884,0.000147646,16.66666667
54.20068371,0.004312413,8.73E-05,16.66666667
54.30068464,0.004329873,0.000161445,16.66666667
54.40068558,0.004362162,9.68E-05,16.66666667
54.50068653,0.004381532,0.000114547,16.66666667
